tweet,emoji,text,compound,sentiment
i got gas fa days 🤦🏽‍♂️😩,🤦🏽♂😩,i got gas fa days ‍️,0.0,neutral
our traveling experience 😂,😂,our traveling experience ,0.0,neutral
We're melting.  is nominated for  at the  RT to vote for Batman! ❤️ https://t.…,❤,We're melting.  is nominated for  at the  RT to vote for Batman! ️ https://t.…,0.0,neutral
RT:  for STEM Summer Camp 🖥️ 🎮 💎 🆒 🌞 🕰️,🖥🎮💎🆒🌞🕰,RT:  for STEM Summer Camp ️     ️,0.0,neutral
Literally you 😂😂,😂😂,Literally you ,0.0,neutral
📣 I'm starting live on  !,📣, I'm starting live on  !,0.0,neutral
"Lavar really got 100k people watching a Lithuania basketball game, &amp; has top scouts already there LIVE. What a goat. 😂🐐",😂🐐,"Lavar really got 100k people watching a Lithuania basketball game, &amp; has top scouts already there LIVE. What a goat. ",0.2023,positive
you know dear ❤,❤,you know dear ,0.3818,positive
Trust Trump!! 🇺🇸🇰🇷,,Trust Trump!! 🇺🇸🇰🇷,0.5972,positive
Home in 24 hours 👀,👀,Home in 24 hours ,0.0,neutral
Congratulations to all the finalists! Can't wait to see you at the final in Feb! 🍔🍔🍔,🍔🍔🍔,Congratulations to all the finalists! Can't wait to see you at the final in Feb! ,0.6688,positive
phosphophyllite💎,💎,phosphophyllite,0.0,neutral
here you gooo budy😍❤️❤️😍😍😍😍😍😍😍😍😍😍😍😍😍😍,😍❤❤😍😍😍😍😍😍😍😍😍😍😍😍😍😍,here you gooo budy️️,0.0,neutral
miss you to babe ma 😘,😘,miss you to babe ma ,-0.1531,negative
[ Text: Mina!🌸 ] &lt;&lt; Maybe... after school. &gt;&gt;,🌸,[ Text: Mina! ] &lt;&lt; Maybe... after school. &gt;&gt;,0.0,neutral
Prayers up for Texas guard Andrew Jones who has been diagnosed with leukemia. Here's to a speedy recovery 🙏 🙏 🙏 …,🙏🙏🙏,Prayers up for Texas guard Andrew Jones who has been diagnosed with leukemia. Here's to a speedy recovery    …,0.0,neutral
Hello night shift 😴,😴,Hello night shift ,0.0,neutral
😭😭😭😭 some of y’all’s tattoo man should’ve been this honest with y’all,😭😭😭😭, some of y’all’s tattoo man should’ve been this honest with y’all,0.596,positive
"""watch me Denise, there's a knack to this😃😃",😃😃,"""watch me Denise, there's a knack to this",0.0,neutral
Holding it down in this kitchen👩🏽‍🍳,👩🏽🍳,Holding it down in this kitchen‍,0.0,neutral
"ugh, i'm so tired😩",😩,"ugh, i'm so tired",-0.7178,negative
Me either or the 3some I’m on the outside looking in and I honestly think I’ll just save all my time !😂😂,😂😂,Me either or the 3some I’m on the outside looking in and I honestly think I’ll just save all my time !,0.7574,positive
Lovely!!! So cute! ♥️♥️♥️,♥♥♥,Lovely!!! So cute! ️️️,0.8504,positive
"Airborne Toxic Event Most underrated: literally every single piece that they have ever put out, all perfection ✨",✨,"Airborne Toxic Event Most underrated: literally every single piece that they have ever put out, all perfection ",0.5719,positive
God that giveth talents. Where art thou? 😩😩😩,😩😩😩,God that giveth talents. Where art thou? ,0.6249,positive
Ek Number 👌 👌 is mad.. Hope she gets husband like,👌👌,Ek Number   is mad.. Hope she gets husband like,0.6908,positive
[ENGSUB] 180110  Backstage Interview at the 32nd Golden Disc Awards 2018 after winning Digital Bonsang!! 😂💕 ▶️https:/…,😂💕▶,[ENGSUB] 180110  Backstage Interview at the 32nd Golden Disc Awards 2018 after winning Digital Bonsang!!  ️https:/…,0.7896,positive
✨ MY ART MADE IT INTO THE MARVEL EXHIBIT!! AHHH ✨,✨✨, MY ART MADE IT INTO THE MARVEL EXHIBIT!! AHHH ,0.5242,positive
GDA❤ yey congrats iu and ofc bts🎉💖,❤🎉💖,GDA yey congrats iu and ofc bts,0.5267,positive
"‘Older girls love hating on us younger tings, not my fault your man wants to suck these gcse tiddies’ naaaa I can’t hahaha😂😂😂 cyaibitttt😭",😂😂😂😭,"‘Older girls love hating on us younger tings, not my fault your man wants to suck these gcse tiddies’ naaaa I can’t hahaha cyaibitttt",0.5938,positive
WE ARE ONE! ❤,❤,WE ARE ONE! ,0.0,neutral
Making parking easy and comfy 🚗: The Bosch community-based parking system is one of our highlights at  https://t.…,🚗,Making parking easy and comfy : The Bosch community-based parking system is one of our highlights at  https://t.…,0.4404,positive
Lonzo Ball 5️⃣ Points 🔟 Rebounds 🔟 Assists 6:40 remaining,🔟🔟,Lonzo Ball 5️⃣ Points  Rebounds  Assists 6:40 remaining,0.0,neutral
"thanks for your words, kak faridzaaaaaaaaa i love you 😭❤🌠",😭❤🌠,"thanks for your words, kak faridzaaaaaaaaa i love you ",0.7964,positive
Vote For Shilpa Shinde Please 🙏,🙏,Vote For Shilpa Shinde Please ,0.3182,positive
69 days until SPRING! 🌸 🌺 🌻 🌷,🌸🌺🌻🌷,69 days until SPRING!    ,0.0,neutral
Family ties! We push each so we can stand alone when needed but we move as 1 unit so it makes us even stronger! 💪🏾✊🏾🙏🏾👑,💪🏾✊🏾🙏🏾👑,Family ties! We push each so we can stand alone when needed but we move as 1 unit so it makes us even stronger! ,0.5399,positive
My dear 🐰💜😳,🐰💜😳,My dear ,0.3818,positive
got safe kyunki wo  ke saath loyal tha 👍  got evicted because he was not loyal with  👎 I want…,👍👎,got safe kyunki wo  ke saath loyal tha   got evicted because he was not loyal with   I want…,0.8442,positive
October of 2018 will mark my 5th year in my relationship! 💙 I love my hunny. Literally my high school sweet heart.💏,💙💏,October of 2018 will mark my 5th year in my relationship!  I love my hunny. Literally my high school sweet heart.,0.8172,positive
"Gyrfalcon Showcases Lightspeeur®, the Ultra-Low Power and High Performance AI Chip at 2018 CES",®,"Gyrfalcon Showcases Lightspeeur, the Ultra-Low Power and High Performance AI Chip at 2018 CES",0.0,neutral
"Early in, early out 💓🎉 (@ Ninoy Aquino International Airport (MNL) Terminal 3 - in Pasay City)",💓🎉,"Early in, early out  (@ Ninoy Aquino International Airport (MNL) Terminal 3 - in Pasay City)",0.0,neutral
☕️ Eun’s Cafe ☕️ leading the polls for a vote of which NJTTW Spinoff viewers would like to see next! Twitter users can vo…,☕☕,️ Eun’s Cafe ️ leading the polls for a vote of which NJTTW Spinoff viewers would like to see next! Twitter users can vo…,0.4199,positive
Uncle Alfie babysitting 😍,😍,Uncle Alfie babysitting ,0.0,neutral
Dang why you gotta remind me about that part😩,😩,Dang why you gotta remind me about that part,0.0,neutral
Thinking of suicide is best solution✋😐,✋😐,Thinking of suicide is best solution,0.25,positive
👏  👏  👏 RT or use those hashtags to vote!!!!,👏👏👏,     RT or use those hashtags to vote!!!!,0.0,neutral
"ate jef, thank you, you've been with the entire time 😍",😍,"ate jef, thank you, you've been with the entire time ",0.3612,positive
Jesus💔,💔,Jesus,0.0,neutral
HAPPY BIRTHDAY HOONY🎉,🎉,HAPPY BIRTHDAY HOONY,0.5719,positive
"goodnight, guimaras 🌛",🌛,"goodnight, guimaras ",0.0,neutral
she kissed me back😭😭😍,😭😭😍,she kissed me back,0.3818,positive
💯 - B e s t - O f - M y - H a p p i n e s s - - N a e o m i ❌ T a l i a - - L 💓 v e - O n e - S i d e - ✊,💯❌💓✊, - B e s t - O f - M y - H a p p i n e s s - - N a e o m i  T a l i a - - L  v e - O n e - S i d e - ,0.0,neutral
"If the barber gives you this look, your hair has been messed up 😂😂",😂😂,"If the barber gives you this look, your hair has been messed up ",-0.34,negative
UNDERRATED ANIMATED MOVIES 🎥🎬: A THREAD,🎥🎬,UNDERRATED ANIMATED MOVIES : A THREAD,0.0,neutral
DNA Replication 📌Error Rate: 1 error for every 100 million nucleotides that are incorporated into DNA [10^-8] 📌Proofread…,📌📌,DNA Replication Error Rate: 1 error for every 100 million nucleotides that are incorporated into DNA [10^-8] Proofread…,-0.6597,negative
🙌 YASSS It's time for a great show NeeneelovinHerboys:,🙌, YASSS It's time for a great show NeeneelovinHerboys:,0.6249,positive
22. Did that pillow burn him??? 😂 lmao he was ready to FIGHT,😂,22. Did that pillow burn him???  lmao he was ready to FIGHT,0.5584,positive
BITCH😍,😍,BITCH,-0.5859,negative
Mann I love that girl ❤️,❤,Mann I love that girl ️,0.6369,positive
All I did was blink... The power of ARMY ⭐⭐⭐!! WE. CAN. DO. IT !!    to vote 🙏💜!!!,⭐⭐⭐🙏💜,All I did was blink... The power of ARMY !! WE. CAN. DO. IT !!    to vote !!!,0.0,neutral
upload again..😭,😭,upload again..,0.0,neutral
Pls RT 2018 Motion Picture Soundtrack 2nd DVD Project 'Master Recording II' ( ) 💸 ราคา 1850 บาท 🗓 ปิดรับ 26…,💸🗓,Pls RT 2018 Motion Picture Soundtrack 2nd DVD Project 'Master Recording II' ( )  ราคา 1850 บาท  ปิดรับ 26…,0.0772,positive
Diamond has a fanchant 😍 The atmosphere will be lit,😍,Diamond has a fanchant  The atmosphere will be lit,0.34,positive
Women I’m sorry for the shit y’all go through.... it truly does sound terrible 🤦🏽‍♂️,🤦🏽♂,Women I’m sorry for the shit y’all go through.... it truly does sound terrible ‍️,-0.6249,negative
🏆  ได้รับรางวัล Digital Bonsang ใน งาน 32nd Golden Disc Awards 2018!! 🎉🎉 Video by 330song_thk …,🏆🎉🎉,  ได้รับรางวัล Digital Bonsang ใน งาน 32nd Golden Disc Awards 2018!!  Video by 330song_thk …,0.555,positive
"has just stopped giving a damn in interviews😂 the ones in these awards were great: Yoongi’s butt, Namjoon’s fortune co…",😂,"has just stopped giving a damn in interviews the ones in these awards were great: Yoongi’s butt, Namjoon’s fortune co…",0.7096,positive
"THE TIME IS FINALLY HERE 😍😍😍👅👅 Come celebrate DIAMONDS ARE FOREVER 💎💎"" Birthday…",😍😍😍👅👅💎💎,"THE TIME IS FINALLY HERE  Come celebrate DIAMONDS ARE FOREVER "" Birthday…",0.5719,positive
No means No. Regardless of gender or sexuality. ✌🏼 Unfortunately India thinks everything is a personal attack against…,✌🏼,No means No. Regardless of gender or sexuality.  Unfortunately India thinks everything is a personal attack against…,-0.836,negative
INCREDIBLE!! called the Coutinho transfer in November! Most reliable source for transfer news!📝💰 https…,📝💰,INCREDIBLE!! called the Coutinho transfer in November! Most reliable source for transfer news! https…,0.0,neutral
"""Selena Gomez and Taylor Swift are just the CUTEST friends. 💕"" - Cosmopolitan on Instagram.",💕,"""Selena Gomez and Taylor Swift are just the CUTEST friends. "" - Cosmopolitan on Instagram.",0.8567,positive
"My man got mad at me for not keeping my phone charged while I work all day.... 😓 when he says no drama, he’s the mo…",😓,"My man got mad at me for not keeping my phone charged while I work all day....  when he says no drama, he’s the mo…",-0.7351,negative
y'all gotta stop expecting so much that's why y'all be so hurt at the end😂,😂,y'all gotta stop expecting so much that's why y'all be so hurt at the end,-0.7626,negative
🚨🚨 Alright  you know what to do. 👊 VOTE VOTE VOTE for to win  at our  VOTE HERE…,🚨🚨👊, Alright  you know what to do.  VOTE VOTE VOTE for to win  at our  VOTE HERE…,0.7003,positive
Big Goals For This 2018 Spring Semester All A’s &amp; B’s !! 💯,💯,Big Goals For This 2018 Spring Semester All A’s &amp; B’s !! ,0.0,neutral
"After Hyukjae teased Yesung for his spelling mistake, yesung edited it 😂😂😅 i love tom and Jerry",😂😂😅,"After Hyukjae teased Yesung for his spelling mistake, yesung edited it  i love tom and Jerry",0.1531,positive
HAPPY BIRTHDAY HOONY🎉,🎉,HAPPY BIRTHDAY HOONY,0.5719,positive
y’all. my momma was trynna send my sister an animoji and this is what happened. i died 😂😂😂😂😂😂,😂😂😂😂😂😂,y’all. my momma was trynna send my sister an animoji and this is what happened. i died ,-0.5574,negative
Why  Can win Big Boss 11 Here is the 10 Reason 👇👇,👇👇,Why  Can win Big Boss 11 Here is the 10 Reason ,0.5859,positive
5 Million Users on,,5 Million Users on,0.0,neutral
Roomie love. ❤️,❤,Roomie love. ️,0.6369,positive
if you not my boo stop worrying bout me 🤯,🤯,if you not my boo stop worrying bout me ,-0.1311,negative
Stroking while I’m high feels so good.  to see me bust this nut. 💦,💦,Stroking while I’m high feels so good.  to see me bust this nut. ,0.5777,positive
vote Hala Arkoub and Iman Hojeij for best duo (mock elections by friday) 👯‍♀️👯‍♀️👯‍♀️,👯♀👯♀👯♀,vote Hala Arkoub and Iman Hojeij for best duo (mock elections by friday) ‍️‍️‍️,0.6369,positive
Electric kiss    💪,💪,Electric kiss    ,0.4215,positive
"love it! two beautiful subjects indeed😍good capture,Hopie❤",😍❤,"love it! two beautiful subjects indeedgood capture,Hopie",0.8553,positive
I'm a beautiful bigboobs female💓,💓,I'm a beautiful bigboobs female,0.5994,positive
: 💞 💟💟 💞 ©Owner,💞💟💟💞©,:    Owner,0.0,neutral
This is awesome ❤,❤,This is awesome ,0.6249,positive
Making it through Wednesday thanks to a new episode of 🙌,🙌,Making it through Wednesday thanks to a new episode of ,0.4404,positive
🕶H U N C H O x B L A N K O👓,🕶👓,H U N C H O x B L A N K O,0.0,neutral
Tobago's Atlantic coast - it's called the Windward Coast for a reason!! 🌞🌞,🌞🌞,Tobago's Atlantic coast - it's called the Windward Coast for a reason!! ,0.0,neutral
Scottish Independence. Sort EU membership afterwards. 💚😊,💚😊,Scottish Independence. Sort EU membership afterwards. ,0.0,neutral
🚧 BTS are nominated for Best Boy Band at iHeart Awards! ✅ Vote 1:    ✅ Vote 2:…,🚧✅✅, BTS are nominated for Best Boy Band at iHeart Awards!  Vote 1:     Vote 2:…,0.8172,positive
When you're the only person you fuck with 💀,💀,When you're the only person you fuck with ,-0.5423,negative
😳😳😍I love TheChepo Trendy SALE! ENTIRE STORE IS $0.00 AND YOU JUST PAY SHIPPING! *UNLIMITED ITEMS at checkout!!!!! htt…,😳😳😍,I love TheChepo Trendy SALE! ENTIRE STORE IS $0.00 AND YOU JUST PAY SHIPPING! *UNLIMITED ITEMS at checkout!!!!! htt…,0.6411,positive
Cup and handle forming...you guys ready? $XRB  🚀,🚀,Cup and handle forming...you guys ready? $XRB  ,0.3612,positive
No way do people think Kalanks is Laca I’m screaming 😂😂😂😂😂,😂😂😂😂😂,No way do people think Kalanks is Laca I’m screaming ,-0.5859,negative
